compound 10 [PMID: 19402633],CCN1CCN(CC1)C(=O)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)C(=O)Nc1ccccc1Cl)F,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.09
compound 38 [PMID: 20817473],O=C(c1ccc(cc1)N1CCOCC1)Nc1n[nH]c2c1sc(c2)C(=O)N[C@@H](c1ccccc1)CN1CCCC1,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.05
dubermatinib,CN1CCN(CC1)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)N(C)C)Cl,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.065
SNS-314,O=C(Nc1ncc(s1)CCNc1ncnc2c1scc2)Nc1cccc(c1)Cl,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.039
ilorasertib,OCCn1ncc(c1)c1cnc(c2c1scc2c1ccc(cc1)NC(=O)Nc1cccc(c1)F)N,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.037
cenisertib,CN1CCN(CC1)c1ccc(cc1C)Nc1ncc(c(n1)N[C@@H]1[C@H]2C=C[C@@H]([C@@H]1C(=O)N)C2)F,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.078
GSK2646264,COc1cccc(c1C1=CC2C(C=C1)CCNCC2)OCc1nccc(c1)C,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.059
TAK-632,N#Cc1c(ccc2c1sc(n2)NC(=O)C1CC1)Oc1ccc(c(c1)NC(=O)Cc1cccc(c1)C(F)(F)F)F,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.08
ibcasertib,COc1ccc2c(c1)nccc2Oc1ccc2c(c1)cccc2C(=O)Nc1ccccc1N,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.055
NIK inhibitor 12f,CC(c1nccs1)(C#Cc1ccc(c(c1)Nc1ncnc2c1cc[nH]2)N1CCOCC1)O,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.067
XMD-12,Cn1c2ccccc2c(=O)n(c2cnc(nc12)Nc1ccc(cc1)N1CCC(CC1)O)C,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.066
tinengotinib,Clc1c(cccc1)c1c2c([nH]c3c(n1)c(n[nH]3)C)cc(nc2)N1CCOCC1,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.04
VIC 1911,Cc1cc(n[nH]1)Nc1c(ccc(n1)CC1(CCN(CC1)C(=O)c1c(c(ccc1)Cl)Cl)C(=O)O)F,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,0.053
barasertib-hQPA,OCCN(CCCOc1ccc2c(c1)ncnc2Nc1[nH]nc(c1)CC(=O)Nc1cccc(c1)F)CC,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.023
KW-2449,O=C(c1ccc(cc1)/C=C/c1[nH]nc2c1cccc2)N1CCNCC1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.011
MLN-8054,Clc1ccc2c(c1)C(=NCc1c2nc(nc1)Nc1ccc(cc1)C(=O)O)c1c(F)cccc1F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.018
tozasertib,CN1CCN(CC1)c1nc(Sc2ccc(cc2)NC(=O)C2CC2)nc(c1)Nc1[nH]nc(c1)C,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.046
aurora kinase inhibitor II,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1)NC(=O)c1ccccc1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.021
JNJ-7706621,Fc1cccc(c1C(=O)n1nc(nc1N)Nc1ccc(cc1)S(=O)(=O)N)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.0
Cdk2 inhibitor IV,CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)nc[nH]2)CC,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.068
SU6656,O=C1Nc2c(/C/1=C/c1cc3c([nH]1)CCCC3)cc(cc2)S(=O)(=O)N(C)C,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.054
barasertib,CCN(CCOP(=O)(O)O)CCCOc1ccc2c(c1)ncnc2Nc1n[nH]c(c1)CC(=O)Nc1cccc(c1)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.022
danusertib,CO[C@@H](C(=O)N1Cc2c(C1)[nH]nc2NC(=O)c1ccc(cc1)N1CCN(CC1)C)c1ccccc1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.027
AT-9283,O=C(Nc1c[nH][nH]/c/1=C/1\N=c2c(=N1)ccc(c2)CN1CCOCC1)NC1CC1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.038
GSK2334470,CNc1nc(cc(n1)c1ccc2c(c1)[nH]nc2N)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.043
AMG-900,Cc1csc(c1)c1nnc(c2c1cccc2)Nc1ccc(cc1)Oc1ncccc1c1ccnc(n1)N,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.034
MK-5108,OC(=O)C1(CCC(CC1)Oc1cccc(c1F)Cl)Cc1cccc(n1)Nc1nccs1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.036
compound 25 [PMID: 20855207],C[C@@H]1O[C@H](C)CN(C1)[C@@H](c1nsc(c1)Nc1nc(C)cn2c1ncc2c1c[nH]nc1)C,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.026
compound 1 [PMID: 21742770],COc1cc(ccc1N1CCN(CC1)C)Nc1ccc2c(n1)n(nc2)c1ccc(cc1)OC,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.028
ZM447439,COc1cc2c(ncnc2cc1OCCCN1CCOCC1)Nc1ccc(cc1)NC(=O)c1ccccc1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.042
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(\c1ccccc1)/Nc1ccc(cc1)CN1CCCCC1)/C(=O)N2,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.055
compound 46 [PMID: 16451062],OCC1CCN(CC1)CCCOc1cc2ncnc(c2cc1OC)Nc1ncc(s1)CC(=O)Nc1cccc(c1)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.044
GSK1070916,CCn1nc(c(c1)c1ccnc2c1cc([nH]2)c1cccc(c1)CN(C)C)c1ccc(cc1)NC(=O)N(C)C,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.025
compound 10 [PMID: 19402633],CCN1CCN(CC1)C(=O)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)C(=O)Nc1ccccc1Cl)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.042
compound 38 [PMID: 20817473],O=C(c1ccc(cc1)N1CCOCC1)Nc1n[nH]c2c1sc(c2)C(=O)N[C@@H](c1ccccc1)CN1CCCC1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.024
dubermatinib,CN1CCN(CC1)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)N(C)C)Cl,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.057
SNS-314,O=C(Nc1ncc(s1)CCNc1ncnc2c1scc2)Nc1cccc(c1)Cl,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.018
ilorasertib,OCCn1ncc(c1)c1cnc(c2c1scc2c1ccc(cc1)NC(=O)Nc1cccc(c1)F)N,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.034
cenisertib,CN1CCN(CC1)c1ccc(cc1C)Nc1ncc(c(n1)N[C@@H]1[C@H]2C=C[C@@H]([C@@H]1C(=O)N)C2)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.053
GSK2646264,COc1cccc(c1C1=CC2C(C=C1)CCNCC2)OCc1nccc(c1)C,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.06
TAK-632,N#Cc1c(ccc2c1sc(n2)NC(=O)C1CC1)Oc1ccc(c(c1)NC(=O)Cc1cccc(c1)C(F)(F)F)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.04
ibcasertib,COc1ccc2c(c1)nccc2Oc1ccc2c(c1)cccc2C(=O)Nc1ccccc1N,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.018
NIK inhibitor 12f,CC(c1nccs1)(C#Cc1ccc(c(c1)Nc1ncnc2c1cc[nH]2)N1CCOCC1)O,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.042
XMD-12,Cn1c2ccccc2c(=O)n(c2cnc(nc12)Nc1ccc(cc1)N1CCC(CC1)O)C,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.058
tinengotinib,Clc1c(cccc1)c1c2c([nH]c3c(n1)c(n[nH]3)C)cc(nc2)N1CCOCC1,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.028
VIC 1911,Cc1cc(n[nH]1)Nc1c(ccc(n1)CC1(CCN(CC1)C(=O)c1c(c(ccc1)Cl)Cl)C(=O)O)F,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,0.026
barasertib-hQPA,OCCN(CCCOc1ccc2c(c1)ncnc2Nc1[nH]nc(c1)CC(=O)Nc1cccc(c1)F)CC,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.036
KW-2449,O=C(c1ccc(cc1)/C=C/c1[nH]nc2c1cccc2)N1CCNCC1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.019
MLN-8054,Clc1ccc2c(c1)C(=NCc1c2nc(nc1)Nc1ccc(cc1)C(=O)O)c1c(F)cccc1F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.025
tozasertib,CN1CCN(CC1)c1nc(Sc2ccc(cc2)NC(=O)C2CC2)nc(c1)Nc1[nH]nc(c1)C,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.051
aurora kinase inhibitor II,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1)NC(=O)c1ccccc1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.019
JNJ-7706621,Fc1cccc(c1C(=O)n1nc(nc1N)Nc1ccc(cc1)S(=O)(=O)N)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.02
Cdk2 inhibitor IV,CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)nc[nH]2)CC,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.071
SU6656,O=C1Nc2c(/C/1=C/c1cc3c([nH]1)CCCC3)cc(cc2)S(=O)(=O)N(C)C,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.019
barasertib,CCN(CCOP(=O)(O)O)CCCOc1ccc2c(c1)ncnc2Nc1n[nH]c(c1)CC(=O)Nc1cccc(c1)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.035
danusertib,CO[C@@H](C(=O)N1Cc2c(C1)[nH]nc2NC(=O)c1ccc(cc1)N1CCN(CC1)C)c1ccccc1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.069
AT-9283,O=C(Nc1c[nH][nH]/c/1=C/1\N=c2c(=N1)ccc(c2)CN1CCOCC1)NC1CC1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.062
GSK2334470,CNc1nc(cc(n1)c1ccc2c(c1)[nH]nc2N)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.048
AMG-900,Cc1csc(c1)c1nnc(c2c1cccc2)Nc1ccc(cc1)Oc1ncccc1c1ccnc(n1)N,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.031
MK-5108,OC(=O)C1(CCC(CC1)Oc1cccc(c1F)Cl)Cc1cccc(n1)Nc1nccs1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.042
compound 25 [PMID: 20855207],C[C@@H]1O[C@H](C)CN(C1)[C@@H](c1nsc(c1)Nc1nc(C)cn2c1ncc2c1c[nH]nc1)C,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.067
compound 1 [PMID: 21742770],COc1cc(ccc1N1CCN(CC1)C)Nc1ccc2c(n1)n(nc2)c1ccc(cc1)OC,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.017
ZM447439,COc1cc2c(ncnc2cc1OCCCN1CCOCC1)Nc1ccc(cc1)NC(=O)c1ccccc1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.055
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(\c1ccccc1)/Nc1ccc(cc1)CN1CCCCC1)/C(=O)N2,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.042
compound 46 [PMID: 16451062],OCC1CCN(CC1)CCCOc1cc2ncnc(c2cc1OC)Nc1ncc(s1)CC(=O)Nc1cccc(c1)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.056
GSK1070916,CCn1nc(c(c1)c1ccnc2c1cc([nH]2)c1cccc(c1)CN(C)C)c1ccc(cc1)NC(=O)N(C)C,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.031
compound 10 [PMID: 19402633],CCN1CCN(CC1)C(=O)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)C(=O)Nc1ccccc1Cl)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.047
compound 38 [PMID: 20817473],O=C(c1ccc(cc1)N1CCOCC1)Nc1n[nH]c2c1sc(c2)C(=O)N[C@@H](c1ccccc1)CN1CCCC1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.071
dubermatinib,CN1CCN(CC1)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)N(C)C)Cl,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.025
SNS-314,O=C(Nc1ncc(s1)CCNc1ncnc2c1scc2)Nc1cccc(c1)Cl,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.034
ilorasertib,OCCn1ncc(c1)c1cnc(c2c1scc2c1ccc(cc1)NC(=O)Nc1cccc(c1)F)N,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.024
cenisertib,CN1CCN(CC1)c1ccc(cc1C)Nc1ncc(c(n1)N[C@@H]1[C@H]2C=C[C@@H]([C@@H]1C(=O)N)C2)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.066
GSK2646264,COc1cccc(c1C1=CC2C(C=C1)CCNCC2)OCc1nccc(c1)C,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.036
TAK-632,N#Cc1c(ccc2c1sc(n2)NC(=O)C1CC1)Oc1ccc(c(c1)NC(=O)Cc1cccc(c1)C(F)(F)F)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.037
ibcasertib,COc1ccc2c(c1)nccc2Oc1ccc2c(c1)cccc2C(=O)Nc1ccccc1N,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.042
NIK inhibitor 12f,CC(c1nccs1)(C#Cc1ccc(c(c1)Nc1ncnc2c1cc[nH]2)N1CCOCC1)O,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.039
XMD-12,Cn1c2ccccc2c(=O)n(c2cnc(nc12)Nc1ccc(cc1)N1CCC(CC1)O)C,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.044
tinengotinib,Clc1c(cccc1)c1c2c([nH]c3c(n1)c(n[nH]3)C)cc(nc2)N1CCOCC1,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.044
VIC 1911,Cc1cc(n[nH]1)Nc1c(ccc(n1)CC1(CCN(CC1)C(=O)c1c(c(ccc1)Cl)Cl)C(=O)O)F,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,0.032
barasertib-hQPA,OCCN(CCCOc1ccc2c(c1)ncnc2Nc1[nH]nc(c1)CC(=O)Nc1cccc(c1)F)CC,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.035
KW-2449,O=C(c1ccc(cc1)/C=C/c1[nH]nc2c1cccc2)N1CCNCC1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.029
MLN-8054,Clc1ccc2c(c1)C(=NCc1c2nc(nc1)Nc1ccc(cc1)C(=O)O)c1c(F)cccc1F,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.025
tozasertib,CN1CCN(CC1)c1nc(Sc2ccc(cc2)NC(=O)C2CC2)nc(c1)Nc1[nH]nc(c1)C,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.059
aurora kinase inhibitor II,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1)NC(=O)c1ccccc1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.028
JNJ-7706621,Fc1cccc(c1C(=O)n1nc(nc1N)Nc1ccc(cc1)S(=O)(=O)N)F,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.01
Cdk2 inhibitor IV,CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)nc[nH]2)CC,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.052
SU6656,O=C1Nc2c(/C/1=C/c1cc3c([nH]1)CCCC3)cc(cc2)S(=O)(=O)N(C)C,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.038
barasertib,CCN(CCOP(=O)(O)O)CCCOc1ccc2c(c1)ncnc2Nc1n[nH]c(c1)CC(=O)Nc1cccc(c1)F,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.034
danusertib,CO[C@@H](C(=O)N1Cc2c(C1)[nH]nc2NC(=O)c1ccc(cc1)N1CCN(CC1)C)c1ccccc1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.016
AT-9283,O=C(Nc1c[nH][nH]/c/1=C/1\N=c2c(=N1)ccc(c2)CN1CCOCC1)NC1CC1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.052
GSK2334470,CNc1nc(cc(n1)c1ccc2c(c1)[nH]nc2N)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.055
AMG-900,Cc1csc(c1)c1nnc(c2c1cccc2)Nc1ccc(cc1)Oc1ncccc1c1ccnc(n1)N,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.023
MK-5108,OC(=O)C1(CCC(CC1)Oc1cccc(c1F)Cl)Cc1cccc(n1)Nc1nccs1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.067
compound 25 [PMID: 20855207],C[C@@H]1O[C@H](C)CN(C1)[C@@H](c1nsc(c1)Nc1nc(C)cn2c1ncc2c1c[nH]nc1)C,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.057
compound 1 [PMID: 21742770],COc1cc(ccc1N1CCN(CC1)C)Nc1ccc2c(n1)n(nc2)c1ccc(cc1)OC,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.025
ZM447439,COc1cc2c(ncnc2cc1OCCCN1CCOCC1)Nc1ccc(cc1)NC(=O)c1ccccc1,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,0.054
