dubermatinib,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,0.065
SNS-314,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,0.039
ilorasertib,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,0.037
cenisertib,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,0.078
GSK2646264,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,0.059
TAK-632,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,0.08
ibcasertib,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,0.055
NIK inhibitor 12f,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,0.067
XMD-12,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,0.066
tinengotinib,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,0.04
VIC 1911,C=C[C@@](O)(C1CC1)[C@@H](O)[C@H]([SH][C@@H]([NH])CC)C(=O)NCC,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,0.053
barasertib-hQPA,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,0.023
KW-2449,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,0.011
MLN-8054,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,0.018
tozasertib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,0.046
aurora kinase inhibitor II,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,0.021
JNJ-7706621,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,0.0
Cdk2 inhibitor IV,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,0.068
SU6656,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,0.054
barasertib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,0.022
danusertib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,0.027
AT-9283,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,0.038
GSK2334470,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,0.043
AMG-900,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,0.034
MK-5108,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,0.036
compound 25 [PMID: 20855207],CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,0.026
compound 1 [PMID: 21742770],CC[C@H]1CCC[C@@H]2CC[C@H]1C2,COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,0.028
ZM447439,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,0.042
hesperadin,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,0.055
compound 46 [PMID: 16451062],CC[C@H]1CCC[C@@H]2CC[C@H]1C2,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,0.044
GSK1070916,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,0.025
compound 10 [PMID: 19402633],CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,0.042
compound 38 [PMID: 20817473],CC[C@H]1CCC[C@@H]2CC[C@H]1C2,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,0.024
dubermatinib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,0.057
SNS-314,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,0.018
ilorasertib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,0.034
cenisertib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,0.053
GSK2646264,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,0.06
TAK-632,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,0.04
ibcasertib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,0.018
NIK inhibitor 12f,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,0.042
XMD-12,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,0.058
tinengotinib,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,0.028
VIC 1911,CC[C@H]1CCC[C@@H]2CC[C@H]1C2,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,0.026
barasertib-hQPA,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,0.036
KW-2449,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,0.019
MLN-8054,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,0.025
tozasertib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,0.051
aurora kinase inhibitor II,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,0.019
JNJ-7706621,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,0.02
Cdk2 inhibitor IV,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,0.071
SU6656,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,0.019
barasertib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,0.035
danusertib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,0.069
AT-9283,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,0.062
GSK2334470,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,0.048
AMG-900,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,0.031
MK-5108,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,0.042
compound 25 [PMID: 20855207],C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,0.067
compound 1 [PMID: 21742770],C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,0.017
ZM447439,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,0.055
hesperadin,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,0.042
compound 46 [PMID: 16451062],C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,0.056
GSK1070916,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,0.031
compound 10 [PMID: 19402633],C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,0.047
compound 38 [PMID: 20817473],C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,0.071
dubermatinib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,0.025
SNS-314,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,0.034
ilorasertib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,0.024
cenisertib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,0.066
GSK2646264,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,0.036
TAK-632,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,0.037
ibcasertib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,0.042
NIK inhibitor 12f,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,0.039
XMD-12,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,0.044
tinengotinib,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,0.044
VIC 1911,C[C@@H](O)[C@@H]1C[C@@H]1[C@@H](CCC[C@H]1CO1)[C@@H]1C[C@H]1N,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,0.032
barasertib-hQPA,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,0.035
KW-2449,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,0.029
MLN-8054,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,0.025
tozasertib,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,0.059
aurora kinase inhibitor II,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,0.028
JNJ-7706621,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,0.01
Cdk2 inhibitor IV,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,0.052
SU6656,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,0.038
barasertib,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,0.034
danusertib,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,0.016
AT-9283,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,0.052
GSK2334470,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,0.055
AMG-900,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,0.023
MK-5108,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,0.067
compound 25 [PMID: 20855207],CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,0.057
compound 1 [PMID: 21742770],CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,0.025
ZM447439,CCCC[C@@]1(N)CC[C@H]1[C@@H]1[C@@H]2CC3(CC3)C[C@@]21C,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,0.054
