knowninhib_name,knowninhib_smiles,genmol_name,genmol_smiles,simil,cinfony-simil
compound 1 [PMID: 21742770],COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.018,0.1
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.032,0.09271523178807947
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.053,0.09392265193370165
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.058,0.10426540284360189
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.05,0.09714285714285714
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.032,0.07741935483870968
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.048,0.09569377990430622
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.054,0.05161290322580645
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.035,0.0707070707070707
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.033,0.09782608695652174
cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.042,0.12903225806451613
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.047,0.14102564102564102
TAK-632,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.047,0.08450704225352113
ibcasertib,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.008,0.08737864077669903
NIK inhibitor 12f,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.058,0.05759162303664921
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.056,0.14093959731543623
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.046,0.05504587155963303
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4af3_148_ligand.sdf,OCCCCC1CC12NC2C1CC1,0.042,0.10714285714285714
barasertib-hQPA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.061,0.14732142857142858
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.043,0.09248554913294797
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.033,0.12133891213389121
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.068,0.0958904109589041
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.049,0.07526881720430108
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.044,0.0970873786407767
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.101,0.13725490196078433
SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.042,0.07984790874524715
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.065,0.13865546218487396
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.05,0.13524590163934427
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.088,0.17674418604651163
BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.042,0.11555555555555555
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.059,0.14150943396226415
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.053,0.13358778625954199
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.061,0.1297071129707113
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.066,0.17154811715481172
compound 1 [PMID: 21742770],COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.045,0.1179245283018868
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.059,0.17098445595854922
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.086,0.10683760683760683
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.069,0.13076923076923078
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.059,0.12444444444444444
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.058,0.08056872037914692
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.052,0.16
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.045,0.061611374407582936
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.033,0.08333333333333333
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.037,0.14847161572052403
cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.072,0.11848341232227488
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.065,0.14903846153846154
TAK-632,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.062,0.1274131274131274
ibcasertib,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.061,0.0880503144654088
NIK inhibitor 12f,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.053,0.10504201680672269
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.076,0.13793103448275862
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.064,0.12790697674418605
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4af3_76_ligand.sdf,CCCC1CC(O)C2C3C1OCC(COC14C(=N)C15NC54C(C)CC)C(C)C1C(O)C3C2C2C3C1C23C1CCCC1C(C)CC,0.055,0.112
barasertib-hQPA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.023,0.11864406779661017
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.038,0.10112359550561797
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.027,0.07003891050583658
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.076,0.10762331838565023
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.037,0.10106382978723404
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.056,0.0787037037037037
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.048,0.12206572769953052
SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.037,0.08178438661710037
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.022,0.112
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.047,0.10505836575875487
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.055,0.10638297872340426
BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.044,0.11206896551724138
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.071,0.15813953488372093
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.044,0.10948905109489052
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.06,0.1446280991735537
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.052,0.11673151750972763
compound 1 [PMID: 21742770],COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.056,0.12442396313364056
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.05,0.12560386473429952
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.039,0.09917355371900827
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.063,0.14885496183206107
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.031,0.1111111111111111
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.063,0.08294930875576037
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.05,0.11654135338345864
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.054,0.05963302752293578
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.026,0.1067193675889328
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.038,0.1111111111111111
cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.08,0.13023255813953488
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4af3_16_ligand.sdf,CC1CCC(C2CC3(C2O)C2OC2(O)[SiH2]CC2C4C5CC(C)N5C45CC235)C1,0.057,0.14953271028037382
