knowninhib_name,knowninhib_smiles,genmol_name,genmol_smiles,simil,cinfony-simil
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.058,0.13829787234042554
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.057,0.16549295774647887
compound 16 [PMID: 18945615],O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.074,0.13147410358565736
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.076,0.0992063492063492
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.081,0.11650485436893204
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.085,0.13011152416356878
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.047,0.125
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.047,0.14429530201342283
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.044,0.1
VTX-11e,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.041,0.13028169014084506
PF-562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.055,0.08391608391608392
GSK143,Cc1ccc(Nc2nc(N[C@H]3CCOC[C@H]3N)ncc2C(N)=O)cc1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.074,0.1308016877637131
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.051,0.11724137931034483
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.041,0.12544802867383512
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.062,0.17408906882591094
RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.049,0.0989399293286219
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.061,0.128
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.053,0.11038961038961038
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4ztq_153_ligand.sdf,CCCC[C@@H]1CC([C@@H]2CO2)=C2NCC(=CO)[N][C@@H](O)[N][C@H]21,0.057,0.11904761904761904
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.017,0.08783783783783784
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.022,0.08108108108108109
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.053,0.09278350515463918
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.016,0.05521472392638037
aurora kinase inhibitor III,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.032,0.09333333333333334
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.017,0.1
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.054,0.07936507936507936
GSK-3 inhibitor XIII,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.036,0.054878048780487805
Rho kinase inhibitor IV,Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.057,0.09815950920245399
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.031,0.05652173913043478
alisertib,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.027,0.07630522088353414
ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.041,0.07065217391304347
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.037,0.10666666666666667
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.07,0.125
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.072,0.09743589743589744
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.021,0.08032128514056225
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.06,0.09009009009009009
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.051,0.0815450643776824
compound 16 [PMID: 18945615],O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.037,0.07329842931937172
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.041,0.06451612903225806
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.043,0.05976095617529881
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.035,0.11386138613861387
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.041,0.08695652173913043
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.034,0.07818930041152264
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.069,0.07103825136612021
VTX-11e,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.042,0.07079646017699115
PF-562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.064,0.0547945205479452
GSK143,Cc1ccc(Nc2nc(N[C@H]3CCOC[C@H]3N)ncc2C(N)=O)cc1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.058,0.09883720930232558
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.014,0.084070796460177
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.028,0.10328638497652583
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.064,0.10471204188481675
RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.042,0.06422018348623854
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.054,0.0972972972972973
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.038,0.052
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4ztq_34_ligand.sdf,CNN(CNC12C3N1CN32)NC1CCC2(CC2C)CC2(C)CC12,0.066,0.08695652173913043
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.061,0.0755813953488372
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.05,0.0954356846473029
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.061,0.102803738317757
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.042,0.08888888888888889
aurora kinase inhibitor III,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.053,0.09941520467836257
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.043,0.08823529411764706
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.056,0.11219512195121951
GSK-3 inhibitor XIII,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.038,0.07065217391304347
Rho kinase inhibitor IV,Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.077,0.1092896174863388
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.059,0.14102564102564102
alisertib,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.052,0.10606060606060606
ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.041,0.07804878048780488
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.049,0.10975609756097561
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.074,0.12162162162162163
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.07,0.14423076923076922
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.036,0.10566037735849057
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.049,0.14655172413793102
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.071,0.12653061224489795
compound 16 [PMID: 18945615],O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.049,0.12254901960784313
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.063,0.16230366492146597
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.068,0.1553784860557769
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.058,0.11659192825112108
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4ztq_100_ligand.sdf,CCC1PC2(C)CC(C)C3(C)C4C5N6CCC7CC8C(O)C9C(CC(NC3C3(OC3O)C3CC(F)C(C)C3CC7C6C54C)C12)C89,0.08,0.07177033492822966
