knowninhib_name,knowninhib_smiles,genmol_name,genmol_smiles,simil,cinfony-simil
alisertib,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.035,0.08203125
ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.041,0.11351351351351352
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.031,0.12663755458515283
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.051,0.10900473933649289
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.067,0.14358974358974358
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.011,0.07751937984496124
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.056,0.12556053811659193
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.042,0.12017167381974249
compound 16 [PMID: 18945615],O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.043,0.10309278350515463
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.023,0.08947368421052632
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.048,0.11336032388663968
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.035,0.09859154929577464
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.041,0.09424083769633508
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.04,0.11065573770491803
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.044,0.07329842931937172
VTX-11e,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.041,0.09130434782608696
PF-562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.048,0.07623318385650224
GSK143,Cc1ccc(Nc2nc(N[C@H]3CCOC[C@H]3N)ncc2C(N)=O)cc1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.062,0.11235955056179775
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.025,0.07627118644067797
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.036,0.08928571428571429
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.067,0.23595505617977527
RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.049,0.08558558558558559
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.045,0.15217391304347827
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.038,0.07086614173228346
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4ztq_153_ligand.sdf,C=C1C[C@@H](I)C[C@@H]2CC[C@]3(CC=CC[C@]45C[C@]46CCCCC[C@@H]4C[C@]456)C[C@]3(O)N[C@H]12,0.042,0.13596491228070176
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.043,0.07692307692307693
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.027,0.03015075376884422
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.064,0.05357142857142857
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.02,0.03007518796992481
aurora kinase inhibitor III,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.03,0.075
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.033,0.03164556962025317
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.046,0.049689440993788817
GSK-3 inhibitor XIII,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.011,0.029850746268656716
Rho kinase inhibitor IV,Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.082,0.043478260869565216
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.036,0.024630541871921183
alisertib,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.032,0.02643171806167401
ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.03,0.058823529411764705
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.026,0.07
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.046,0.061452513966480445
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.05,0.052941176470588235
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.016,0.02631578947368421
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.035,0.029850746268656716
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.043,0.04326923076923077
compound 16 [PMID: 18945615],O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.054,0.055900621118012424
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.058,0.03821656050955414
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.051,0.04054054054054054
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.05,0.04395604395604396
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.049,0.03773584905660377
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.04,0.04608294930875576
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.036,0.03870967741935484
VTX-11e,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.033,0.029850746268656716
PF-562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.042,0.037037037037037035
GSK143,Cc1ccc(Nc2nc(N[C@H]3CCOC[C@H]3N)ncc2C(N)=O)cc1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.062,0.0547945205479452
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.018,0.034482758620689655
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.025,0.03626943005181347
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.038,0.17333333333333334
RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.031,0.026041666666666668
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.037,0.07006369426751592
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.018,0.02702702702702703
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4ztq_34_ligand.sdf,C=C(C=C[C@H]1C[C@@H]1C)CCCN,0.043,0.05392156862745098
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.063,0.10970464135021098
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.037,0.15151515151515152
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.076,0.13357400722021662
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.055,0.096
aurora kinase inhibitor III,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.068,0.11297071129707113
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.05,0.14068441064638784
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.107,0.12915129151291513
GSK-3 inhibitor XIII,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.051,0.09126984126984126
Rho kinase inhibitor IV,Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.074,0.1469387755102041
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.066,0.13486842105263158
alisertib,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.04,0.14906832298136646
ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.076,0.1198501872659176
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.062,0.17391304347826086
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.064,0.22014925373134328
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.072,0.19245283018867926
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.047,0.15217391304347827
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.069,0.17406143344709898
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.081,0.16831683168316833
compound 16 [PMID: 18945615],O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.111,0.1455223880597015
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.065,0.16279069767441862
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.065,0.15723270440251572
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4ztq_100_ligand.sdf,CCC(CC)C(COC1=NC(N)(C2NC2C2NNCC2C2(C=O)CC2)C1C)N1C2[N]C3[N]C321,0.06,0.18478260869565216
